省份,城市,区县,一级场景类型,二级场景类型,场点名称,2019年6月前网络覆盖情况,场点编号,场点边界,获取方式,数据来源,场点在网站中的ID,初核结果（通过/未通过）,未通过审核原因,网优复核结果（通过/未通过）,是否是规划站（是/否）,是否有楼宇信息（是/否）
湖南省,长沙市,天心区,商务办公区,一类商务办公区,华中心华远悠优港,,湖南省-长沙市-天心区-商务办公区-一类商务办公区-华中心华远悠优港,"{[112.96340164780057,28.195156314669816];[112.9634405104344,28.19526821543075];[112.96355611961037,28.195375912218577];[112.9637215697254,28.195404473396575];[112.9645079606945,28.195355372182462];[112.96432763969976,28.194378820955528];[112.96390803123792,28.194412942475704];[112.9636817812987,28.19440954464235];[112.96356018262368,28.194422868292786];[112.96349040786784,28.194491055972616];[112.96340164780057,28.195156314669816]}",网站爬取,高德地图,B0FFFQ06MH,,,,,
湖南省,长沙市,望城区,党政机关,政府部门（对公）,长沙市望城区信访接待中心,,湖南省-长沙市-望城区-党政机关-政府部门（对公）-长沙市望城区信访接待中心,"{[112.823728,28.356429];[112.824286,28.35731];[112.824979,28.357416];[112.825419,28.356839];[112.82459,28.356095];[112.823796,28.356293];[112.823728,28.356429]}",网站爬取,高德地图,B0FFFPJ9S2,,,,,
湖南省,长沙市,开福区,商务办公区,一类商务办公区,盛大金禧,,湖南省-长沙市-开福区-商务办公区-一类商务办公区-盛大金禧,"{[112.98036938298547,28.21870988704709];[112.98058460591952,28.218594247371527];[112.98114654850843,28.218610578283183];[112.98106284117686,28.218781829088556];[112.98067423739818,28.21909898695224];[112.98058954611757,28.219110238428136];[112.98051083483527,28.219097471821964];[112.98045304961259,28.219052642735292];[112.98041220368407,28.218992763214096];[112.98036938298547,28.21870988704709]}",网站爬取,高德地图,B0FFFPJ9S2,,,,,
湖南省,长沙市,天心区,住宅,大型住宅小区-高层,北辰中央公园南区,,湖南省-长沙市-天心区-住宅-大型住宅小区-高层-北辰中央公园南区,"{[112.96949672425627,28.099297480828884];[112.96951665046738,28.09935943215149];[112.96957046144476,28.099398286326846];[112.9704005736191,28.099543978801137];[112.97267858046578,28.09984656737372];[112.97270659877545,28.098388324646702];[112.97275051701064,28.097479097188423];[112.97271564673794,28.09739318692537];[112.9726309493886,28.097338422152117];[112.97143116767057,28.097226815152013];[112.97039179902421,28.09711173053644];[112.97023832991235,28.097136163913245];[112.9701167462867,28.097203512339288];[112.96964126593811,28.09878402003934];[112.96949672425627,28.099297480828884]}",网站爬取,高德地图,B0FFFPD3BP,,,,,
湖南省,长沙市,岳麓区,住宅,大型住宅小区-高层,COCO蜜城,,湖南省-长沙市-岳麓区-住宅-大型住宅小区-高层-COCO蜜城,"{[112.93866236803723,28.12766436311379];[112.93858155322525,28.12777052209008];[112.93862443951477,28.12790945570009];[112.9388378765736,28.128548119187236];[112.93898650216741,28.12875586204251];[112.93913613497699,28.12882958992096];[112.94157312008508,28.12874391939673];[112.94171177230511,28.128712644456147];[112.94175965956005,28.12860654063425];[112.94175973457241,28.127658453616075];[112.94172782000584,28.1275995109436];[112.94147346585851,28.12755200530851];[112.94099666112373,28.12756393473011];[112.93866236803723,28.12766436311379]}",网站爬取,高德地图,B0FFFNOUYB,,,,,
湖南省,长沙市,望城区,党政机关,政府部门（对公）,长沙市望城区房产局,,湖南省-长沙市-望城区-党政机关-政府部门（对公）-长沙市望城区房产局,"{[112.823728,28.356429];[112.824286,28.35731];[112.824979,28.357416];[112.825419,28.356839];[112.82459,28.356095];[112.823796,28.356293];[112.823728,28.356429]}",网站爬取,高德地图,B0FFFM2FQ3,,,,,
湖南省,长沙市,望城区,党政机关,政府部门（对公）,长沙市望城区公安局交警大队的交通违法处罚中心,,湖南省-长沙市-望城区-党政机关-政府部门（对公）-长沙市望城区公安局交警大队的交通违法处罚中心,"{[112.823728,28.356429];[112.824286,28.35731];[112.824979,28.357416];[112.825419,28.356839];[112.82459,28.356095];[112.823796,28.356293];[112.823728,28.356429]}",网站爬取,高德地图,B0FFFM2FQ3,,,,,
湖南省,长沙市,开福区,住宅,大型住宅小区-高层,天健壹平方英里,,湖南省-长沙市-开福区-住宅-大型住宅小区-高层-天健壹平方英里,"{[112.98122761704771,28.226450394417846];[112.98144581861092,28.226434745037057];[112.98154744751119,28.226415442367237];[112.98160723188863,28.22637026415384];[112.9816152059591,28.22632924026297];[112.98155849935405,28.225274405023377];[112.98152664676344,28.22489649811738];[112.9814918253635,28.224267598540244];[112.97985081733145,28.224372470071756];[112.98021536717224,28.22585739758457];[112.98038768620326,28.22649588908098];[112.98122761704771,28.226450394417846]}",网站爬取,高德地图,B0FFFM2FQ3,,,,,
湖南省,长沙市,天心区,商务办公区,一类商务办公区,星宇v立方商务楼,,湖南省-长沙市-天心区-商务办公区-一类商务办公区-星宇v立方商务楼,"{[112.972100032243,28.1548659169975];[112.972932174678,28.1553836826623];[112.973132497693,28.1553401311679];[112.973177416647,28.1544439472864];[112.973089720568,28.1543711826597];[112.972405042757,28.154356052285];[112.972408016233,28.1545620582246];[112.972258510936,28.1546944743476];[112.972199708947,28.1547016348217];[112.972100032243,28.1548659169975]}",网站爬取,高德地图,B0FFFHBAPP,,,,,
湖南省,长沙市,天心区,住宅,大型住宅小区-高层,星宇v立方长沙鼎利公寓,,湖南省-长沙市-天心区-住宅-大型住宅小区-高层-星宇v立方长沙鼎利公寓,"{[112.972100032243,28.1548659169975];[112.972932174678,28.1553836826623];[112.973132497693,28.1553401311679];[112.973177416647,28.1544439472864];[112.973089720568,28.1543711826597];[112.972405042757,28.154356052285];[112.972408016233,28.1545620582246];[112.972258510936,28.1546944743476];[112.972199708947,28.1547016348217];[112.972100032243,28.1548659169975]}",网站爬取,高德地图,B0FFFHBAPP,,,,,
湖南省,长沙市,长沙县,住宅,大型住宅小区-高层,华润凤凰城二期,,湖南省-长沙市-长沙县-住宅-大型住宅小区-高层-华润凤凰城二期,"{[113.090336,28.251897];[113.09305,28.251869];[113.093082,28.248249];[113.090304,28.2481645];[113.091387,28.250111];[113.090336,28.251897]}",网站爬取,高德地图,B0FFFH0LHX,,,,,
湖南省,长沙市,宁乡市,住宅,大型住宅小区-多层,雅居乐依云小镇(建设中),,湖南省-长沙市-宁乡市-住宅-大型住宅小区-多层-雅居乐依云小镇(建设中),"{[112.33464416391895,27.99885073750008];[112.33411928867686,27.99794156862614];[112.33349859670327,27.997184605400665];[112.33240085983813,27.996578564258193];[112.33163246224996,27.99599891612826];[112.33139196925023,27.995760330937188];[112.33098482550614,27.995394040122978];[112.33039907124748,27.994718038338878];[112.33021347053699,27.994452346775883];[112.33062764758489,27.994196522229224];[112.33030533929856,27.99375206017463];[112.3310778032114,27.99330752884803];[112.33078542814108,27.99292501918678];[112.33014275392415,27.992708199572533];[112.33020963338292,27.9925110411514];[112.33066673699183,27.992081107204967];[112.33086136693801,27.991757687247265];[112.33096915094265,27.9917184773923];[112.33122065714747,27.9915029679625];[112.33085644555769,27.990898557571246];[112.33124269156573,27.99051176598632];[112.33110298514539,27.990389009648908];[112.32981266073693,27.98978035114052];[112.3312100466033,27.986896240237616];[112.3314086377826,27.986966877302503];[112.33189564387817,27.987046973297986];[112.332420575899,27.98711699822166];[112.33285867814463,27.987277202660458];[112.33311613355208,27.987593772071072];[112.33324983303409,27.987982585173757];[112.33327076321989,27.988328602284877];[112.33314294581724,27.989266993816663];[112.33319082702205,27.989545949489376];[112.33317982306534,27.98987302312335];[112.33315285846987,27.99011011201186];[112.33321171787516,27.990385046437698];[112.33339432816169,27.990658749296095];[112.33346914422373,27.99107567696803];[112.33342620300743,27.99142181320951];[112.33335234085621,27.991557973292526];[112.33323756230432,27.991680207694117];[112.33304593592884,27.991838591891742];[112.33316568787936,27.991921381139214];[112.33326149482582,27.991921201882057];[112.33348504300838,27.991941787318364];[112.3336556955274,27.99199347695407];[112.33389120226265,27.992242077698076];[112.3338502814377,27.992280160164206];[112.3338782230612,27.992308112566807];[112.33377642275012,27.992369312342724];[112.33369858426529,27.992306447449682];[112.33310074852812,27.99280064464872];[112.33346797887982,27.993174018113997];[112.33348591927098,27.993468031993018];[112.33468950585512,27.993438785078016];[112.3346825334004,27.993268770620706];[112.33548692939812,27.993237274682187];[112.33577836046003,27.99309471318157];[112.33615860242386,27.993123016476723];[112.3365537951433,27.993417336747697];[112.33691199679812,27.99453685941552];[112.33671133157735,27.995313352470557];[112.3367552019724,27.99584835784428];[112.33823620993927,27.996789803068797];[112.33872922709988,27.997016944667955];[112.33910348115009,27.997215299268877];[112.33938191960185,27.997460835967466];[112.34011042676491,27.998463686240072];[112.33956343573597,27.999099770786966];[112.3392849633396,27.99927029999017];[112.338931642473,27.999384956681638];[112.3381501662859,27.999443383737578];[112.33725092808601,27.999530038276383];[112.33675789070394,27.999672964690955];[112.33655527892269,27.999834362558783];[112.33584866709634,28.000015692848667];[112.33540654208994,28.000084520801252];[112.33464416391895,27.99885073750008]}",网站爬取,高德地图,B0FFFGRK0O,,,,,
湖南省,长沙市,雨花区,商务办公区,一类商务办公区,东一国际大厦南栋写字楼,,湖南省-长沙市-雨花区-商务办公区-一类商务办公区-东一国际大厦南栋写字楼,"{[112.98831462354973,28.174421575864347];[112.98836842108909,28.174447414143756];[112.98860752879192,28.17446669007297];[112.98953806099375,28.174449864760998];[112.98960581022284,28.174425657682676];[112.9892980220526,28.173638550013756];[112.98889452031356,28.17371377887591];[112.9883186564238,28.1738305318473];[112.9882289872567,28.17386880574287];[112.98821403943107,28.173911853376865];[112.98829470364741,28.17434863234709];[112.98831462354973,28.174421575864347]}",网站爬取,高德地图,B0FFFFLP1X,,,,,
湖南省,长沙市,雨花区,商业购物区,大型商业购物区,红星紫金国际,,湖南省-长沙市-雨花区-商业购物区-大型商业购物区-红星紫金国际,"{[113.008493661193,28.1199046358006];[113.008936049894,28.119671284507];[113.009311682519,28.119480138899];[113.009486017739,28.1197686435938];[113.009576672347,28.1199163858876];[113.009644409903,28.1200811985388];[113.009696202785,28.1202870628878];[113.009672284868,28.1203591414104];[113.009584599951,28.1204494127936];[113.009457062416,28.1205308028876];[113.009006703803,28.1207301730242];[113.008493661193,28.1199046358006]}",网站爬取,高德地图,B0FFFFLP1X,,,,,
湖南省,长沙市,望城区,党政机关,政府部门（对公）,长沙市望城区望城区城乡规划局,,湖南省-长沙市-望城区-党政机关-政府部门（对公）-长沙市望城区望城区城乡规划局,"{[112.823728,28.356429];[112.824286,28.35731];[112.824979,28.357416];[112.825419,28.356839];[112.82459,28.356095];[112.823796,28.356293];[112.823728,28.356429]}",网站爬取,高德地图,B0FFFEZOSZ,,,,,
湖南省,长沙市,开福区,党政机关,政府部门（对公）,长沙市公共卫生中心,,湖南省-长沙市-开福区-党政机关-政府部门（对公）-长沙市公共卫生中心,"{[113.027110984578,28.2232971401895]; [113.026950547668,28.223042578451]; [113.027954196234,28.2226798393488]; [113.028594078494,28.2223811043593]; [113.029332643665,28.2220831135085]; [113.029858836548,28.2228607069751]; [113.029818960826,28.2229528139136]; [113.029659489235,28.2229442405846]; [113.028872084796,28.2231883570362]; [113.028909950268,28.2232902553066]; [113.028110588052,28.2236984181667]; [113.027977057624,28.2234337798804]; [113.027110984578,28.2232971401895]}",网站爬取,高德地图,B0FFFEZOSZ,,,,,
湖南省,长沙市,天心区,商务办公区,一类商务办公区,汇金国际银座,,湖南省-长沙市-天心区-商务办公区-一类商务办公区-汇金国际银座,"{[112.97957350450437,28.166483334429532];[112.98022811930983,28.166476396996025];[112.98022815107772,28.166081372920324];[112.98022018321622,28.166043394215514];[112.98018531229157,28.16602049613063];[112.98012154585655,28.166008684290706];[112.9795735434994,28.16599830485129];[112.97957350450437,28.166483334429532]}",网站爬取,高德地图,B0FFFEBFR7,,,,,
湖南省,长沙市,岳麓区,宾馆酒店区,五星级及以上宾馆酒店,江山帝景华天商务酒店,,湖南省-长沙市-岳麓区-宾馆酒店区-五星级及以上宾馆酒店-江山帝景华天商务酒店,"{[112.90187568496,28.1342960571096];[112.901868662541,28.1346100836364];[112.901859652449,28.1347750975668];[112.901834641135,28.1350201182439];[112.901977592696,28.1350551202985];[112.902118542728,28.135105122745];[112.902302476375,28.135166124267];[112.902437428176,28.1351911227812];[112.902576380724,28.1351771170843];[112.902752320858,28.1351391069527];[112.902949252063,28.1350960939559];[112.903044218219,28.1350750870553];[112.903118193324,28.1350360795045];[112.903180174321,28.1349770707812];[112.903193223574,28.1342860117588];[112.902518470557,28.1342920445945];[112.90187568496,28.1342960571096]}",网站爬取,高德地图,B0FFFE76ZD,,,,,
湖南省,长沙市,天心区,商务办公区,一类商务办公区,恒力卡瑞尔,,湖南省-长沙市-天心区-商务办公区-一类商务办公区-恒力卡瑞尔,"{[112.974415194792,28.1793639677718];[112.974932445192,28.1790175174242];[112.974493992444,28.1785147099921];[112.973673750002,28.1791360034788];[112.973814256087,28.1793126247828];[112.974196965599,28.1790795580409];[112.974415194792,28.1793639677718]}",网站爬取,高德地图,B0FFFE6GI6,,,,,
湖南省,长沙市,雨花区,商务办公区,一类商务办公区,五矿·万境财智中心南栋,,湖南省-长沙市-雨花区-商务办公区-一类商务办公区-五矿·万境财智中心南栋,"{[113.02258302082652,28.115460725595963];[113.02221530247758,28.11489566940487];[113.02203095740067,28.114477129936546];[113.02200706903693,28.11409715664129];[113.02199313312933,28.11388817346868];[113.0221625647855,28.11386070834958];[113.02234794007609,28.11387620483202];[113.02264494061653,28.113906400286055];[113.02316311433535,28.115033110136977];[113.02316608751022,28.11523912285493];[113.02258302082652,28.115460725595963]}",网站爬取,高德地图,B0FFFDX62C,,,,,
湖南省,长沙市,雨花区,商业购物区,大型商业购物区,喜盈门范城商业广场,,湖南省-长沙市-雨花区-商业购物区-大型商业购物区-喜盈门范城商业广场,"{[113.02990563079031,28.134679284711307];[113.02813723864153,28.134647801191843];[113.02813321335267,28.135111851599635];[113.02822373261357,28.137439816485873];[113.02827749429824,28.138249745971233];[113.02830539904757,28.138324680370893];[113.02835523688167,28.13836255523544];[113.02844494717583,28.138406328113607];[113.02854562435526,28.13843107144748];[113.02950956465357,28.13848361254514];[113.02997230372812,28.13610923877823];[113.03016579340282,28.134935649261802];[113.03011296834275,28.13482177280461];[113.03002724435949,28.134734981901683];[113.02990563079031,28.134679284711307]}",网站爬取,高德地图,B0FFFDX62C,,,,,
湖南省,长沙市,雨花区,商务办公区,一类商务办公区,鑫秋大厦,,湖南省-长沙市-雨花区-商务办公区-一类商务办公区-鑫秋大厦,"{[113.01925947138741,28.150090915109327];[113.01970991306325,28.15023767176895];[113.02006273004694,28.14993566988745];[113.01970598297352,28.149549631519214];[113.0193870744797,28.14958352162318];[113.01925947138741,28.150090915109327]}",网站爬取,高德地图,B0FFFDX62C,,,,,
湖南省,长沙市,开福区,学校校园,二类高校,湖南外贸职业学院,,湖南省-长沙市-开福区-学校校园-二类高校-湖南外贸职业学院,"{[112.90749269346134,28.35859487506289];[112.9087265641394,28.35869521060439];[112.90888951441514,28.35738232048871];[112.90899841429349,28.35733826579179];[112.90906135579726,28.357317233259202];[112.90909432420355,28.357317214475863];[112.90912728946257,28.357356189718615];[112.90921819064228,28.357498115942835];[112.90935305052797,28.357617019721697];[112.90950989000848,28.35770991368143];[112.90973566108313,28.357788767434442];[112.90983656096978,28.357785707170958];[112.90990549393717,28.357762668930846];[112.90991349085365,28.357700673527717];[112.90920333083042,28.35591236419792];[112.90897560053021,28.35526559089986];[112.90868789807122,28.35494479944866];[112.90740508170252,28.35466751176537];[112.90679561628723,28.354513827325633];[112.90618512890632,28.354408119411417];[112.90436354932244,28.35404289823554];[112.90407875363101,28.35401700186187];[112.90401979308324,28.354041018522278];[112.90396082752642,28.354126026018047];[112.90381288235017,28.354727986459913];[112.90368687693326,28.355886854928833];[112.90441636144344,28.355933597832063];[112.90447033970347,28.35571661091919];[112.90460925227602,28.35554658570209];[112.90477613910548,28.355428541325708];[112.9048910552581,28.355411500430826];[112.90597220116369,28.35565802568873];[112.9060671212418,28.355705977544496];[112.90627392946396,28.356012840851506];[112.90635884255866,28.356233769847602];[112.90639679651902,28.356421724540272];[112.90640276187811,28.35679666524115];[112.90629981920632,28.35713665970221];[112.9068093861859,28.3572684074937];[112.90710113265324,28.357339258498172];[112.90719804688199,28.357370207024207];[112.90724699882728,28.357443172143462];[112.90725998038018,28.357534151972843];[112.90723999227154,28.357602151354733];[112.90718403428798,28.357681166477498];[112.90719801193025,28.357811139883207];[112.90720100633412,28.3578491326328];[112.90722498270992,28.35788611534701];[112.90757367509013,28.35792893659343];[112.90749269346134,28.35859487506289]}",网站爬取,高德地图,B0FFFDSY2C,,,,,
湖南省,长沙市,天心区,商务办公区,一类商务办公区,湘煤大厦办公楼,,湖南省-长沙市-天心区-商务办公区-一类商务办公区-湘煤大厦办公楼,"{[112.98975151253241,28.060134072092875];[112.99065811125386,28.060391351055486];[112.99119509462749,28.060552739301524];[112.99124590493273,28.06055358481825];[112.99130468693463,28.06053640365539];[112.99134653270166,28.06051227308837];[112.99137443140637,28.060477183488803];[112.99138738491901,28.06045414098131];[112.99139535702317,28.060431113633985];[112.9913983614813,28.060237078462656];[112.99138641278147,28.06015410368695];[112.99137047975918,28.060061139690355];[112.99134358482004,28.060003213751713];[112.9913087193827,28.059948312468972];[112.99122105332846,28.05986456796172];[112.99118917447277,28.05983766133968];[112.9909919235821,28.0596762397279];[112.99097897327414,28.059659276841096];[112.99102481024487,28.05956012406669];[112.99100289371567,28.05953918792103];[112.99095806380694,28.059504319599753];[112.99087238588542,28.05947457620923];[112.99077276029617,28.059440874683645];[112.99067014606605,28.059404181813086];[112.9906273080351,28.0593773084638];[112.99057650053047,28.059340457997994];[112.99060539968461,28.059254358526744];[112.99049481279081,28.059246693749387];[112.99019791557208,28.059301603701428];[112.98978943207466,28.059379855499515];[112.98962106129913,28.059358364050127];[112.98956924107038,28.059523543670814];[112.9894596269515,28.059802914124198];[112.98942773880954,28.05988902252686];[112.98944068774406,28.059923987905513];[112.9894606105349,28.05996093237187];[112.98948352275134,28.059990866816264];[112.98953831529654,28.060031705906063];[112.98959111565543,28.060067550362604];[112.98975151253241,28.060134072092875]}",网站爬取,高德地图,B0FFFDNEV6,,,,,
湖南省,长沙市,天心区,商务办公区,一类商务办公区,湘煤大厦湖南省煤业集团有限公司,,湖南省-长沙市-天心区-商务办公区-一类商务办公区-湘煤大厦湖南省煤业集团有限公司,"{[112.98975151253241,28.060134072092875];[112.99065811125386,28.060391351055486];[112.99119509462749,28.060552739301524];[112.99124590493273,28.06055358481825];[112.99130468693463,28.06053640365539];[112.99134653270166,28.06051227308837];[112.99137443140637,28.060477183488803];[112.99138738491901,28.06045414098131];[112.99139535702317,28.060431113633985];[112.9913983614813,28.060237078462656];[112.99138641278147,28.06015410368695];[112.99137047975918,28.060061139690355];[112.99134358482004,28.060003213751713];[112.9913087193827,28.059948312468972];[112.99122105332846,28.05986456796172];[112.99118917447277,28.05983766133968];[112.9909919235821,28.0596762397279];[112.99097897327414,28.059659276841096];[112.99102481024487,28.05956012406669];[112.99100289371567,28.05953918792103];[112.99095806380694,28.059504319599753];[112.99087238588542,28.05947457620923];[112.99077276029617,28.059440874683645];[112.99067014606605,28.059404181813086];[112.9906273080351,28.0593773084638];[112.99057650053047,28.059340457997994];[112.99060539968461,28.059254358526744];[112.99049481279081,28.059246693749387];[112.99019791557208,28.059301603701428];[112.98978943207466,28.059379855499515];[112.98962106129913,28.059358364050127];[112.98956924107038,28.059523543670814];[112.9894596269515,28.059802914124198];[112.98942773880954,28.05988902252686];[112.98944068774406,28.059923987905513];[112.9894606105349,28.05996093237187];[112.98948352275134,28.059990866816264];[112.98953831529654,28.060031705906063];[112.98959111565543,28.060067550362604];[112.98975151253241,28.060134072092875]}",网站爬取,高德地图,B0FFFDNEV6,,,,,
湖南省,长沙市,天心区,政企单位,大型企事业单位,五江国际商业广场(建设中),,湖南省-长沙市-天心区-政企单位-大型企事业单位-五江国际商业广场(建设中),"{[112.979460125175,28.0981182529998];[112.979465226048,28.0966320736606];[112.979508088222,28.0964619320279];[112.979598778355,28.0963286574936];[112.979759217376,28.0962481887918];[112.98011198188,28.0960761572777];[112.982640039843,28.095150741926];[112.982779538889,28.0951553362098];[112.982886152366,28.0952020308];[112.98297681799,28.0953107786951];[112.982987768795,28.0954337605558];[112.982819142268,28.0983315742144];[112.982790239933,28.0984076668043];[112.982685609978,28.0984759790613];[112.98250924229,28.0984794927625];[112.979689302414,28.0982766141773];[112.979550796647,28.0982200046761];[112.979502968297,28.0981871379779];[112.979460125175,28.0981182529998]}",网站爬取,高德地图,B0FFFDMXUE,,,,,
湖南省,长沙市,雨花区,住宅,大型住宅小区-高层,旭辉国际广场,,湖南省-长沙市-雨花区-住宅-大型住宅小区-高层-旭辉国际广场,"{[113.0271633124191,28.15962823761741];[113.03010993156458,28.159677680259882];[113.03024351494845,28.15965334153555];[113.03027043297509,28.159625271805513];[113.03029737902838,28.15925617936207];[113.03031333420549,28.15919413502158];[113.03039310183826,28.15898592022008];[113.03041503639663,28.158947862462572];[113.02908330083694,28.15806217955273];[113.02835565146714,28.157615014821822];[113.02829684033439,28.157601165288543];[113.02821709200144,28.15763837327698];[113.0279010790525,28.157933209108517];[113.0278911071442,28.15798023807929];[113.0279438943715,28.158510137345512];[113.02789102099727,28.15903030890166];[113.02785313816105,28.159082410368843];[113.02773052683335,28.1591397316032];[113.02722217312603,28.159013043375836];[113.0271633124191,28.15962823761741]}",网站爬取,高德地图,B0FFFCVMQD,,,,,
湖南省,长沙市,长沙县,宾馆酒店区,五星级及以上宾馆酒店,韦尔斯利酒店,,湖南省-长沙市-长沙县-宾馆酒店区-五星级及以上宾馆酒店-韦尔斯利酒店,"{[113.098375397044,28.2195042582135];[113.098371340207,28.2201972628649];[113.098609270335,28.2203642665686];[113.098857194292,28.2206132734816];[113.098900154993,28.2209732767685];[113.099132105736,28.2209832847403];[113.099134092234,28.2211402856811];[113.098594208633,28.2211452708682];[113.097987357806,28.2211402693839];[113.097799408798,28.2211262721313];[113.097635462804,28.2210172752623];[113.097670578208,28.2195172648866];[113.098375397044,28.2195042582135]}",网站爬取,高德地图,B0FFFBAHTJ,,,,,
湖南省,长沙市,岳麓区,商业购物区,大型商业购物区,红星美凯龙全球家居,,湖南省-长沙市-岳麓区-商业购物区-大型商业购物区-红星美凯龙全球家居,"{[112.942950628161,28.2314664500425];[112.942949766279,28.2297514591274];[112.941068097387,28.2297287729487];[112.941029050941,28.2314258328223];[112.942950628161,28.2314664500425]}",网站爬取,高德地图,B0FFF9ZAYJ,,,,,
湖南省,长沙市,雨花区,住宅,大型住宅小区-高层,雨花公馆,,湖南省-长沙市-雨花区-住宅-大型住宅小区-高层-雨花公馆,"{[113.03656360083359,28.169309593445846];[113.03652969451282,28.169371676095505];[113.03653756595583,28.170650731071706];[113.03661333929335,28.170722558549148];[113.03668812002348,28.17074238556973];[113.03749778139293,28.170688509053342];[113.03831344712523,28.170671642405992];[113.03846202688085,28.17064130319977];[113.03852086425964,28.170586166627334];[113.03850202337121,28.1693081359998];[113.03842923627077,28.169235296916757];[113.03829562108616,28.16918059734786];[113.03666131996195,28.16926536325313];[113.03656360083359,28.169309593445846]}",网站爬取,高德地图,B0FFF9Y7QA,,,,,
湖南省,长沙市,望城区,党政机关,政府部门（对公）,长沙市望城规划展示馆,,湖南省-长沙市-望城区-党政机关-政府部门（对公）-长沙市望城规划展示馆,"{[112.823728,28.356429];[112.824286,28.35731];[112.824979,28.357416];[112.825419,28.356839];[112.82459,28.356095];[112.823796,28.356293];[112.823728,28.356429]}",网站爬取,高德地图,B0FFF9TRSF,,,,,
湖南省,长沙市,开福区,商务办公区,一类商务办公区,天健壹平方英里H栋商务楼,,湖南省-长沙市-开福区-商务办公区-一类商务办公区-天健壹平方英里H栋商务楼,"{[112.98122761704771,28.226450394417846];[112.98144581861092,28.226434745037057];[112.98154744751119,28.226415442367237];[112.98160723188863,28.22637026415384];[112.9816152059591,28.22632924026297];[112.98155849935405,28.225274405023377];[112.98152664676344,28.22489649811738];[112.9814918253635,28.224267598540244];[112.97985081733145,28.224372470071756];[112.98021536717224,28.22585739758457];[112.98038768620326,28.22649588908098];[112.98122761704771,28.226450394417846]}",网站爬取,高德地图,B0FFF9TRSF,,,,,
湖南省,长沙市,开福区,商业购物区,大型商业购物区,万达广场(开福店),,湖南省-长沙市-开福区-商业购物区-大型商业购物区-万达广场(开福店),"{[112.96507834236127,28.20423210687118];[112.96375305574382,28.200510552195684];[112.96376302728248,28.200453523982617];[112.9639882980581,28.20023091727422];[112.96483252649442,28.19972664220454];[112.96538866434817,28.199718143891047];[112.96557603510671,28.199715637465328];[112.9663275058802,28.19966159691896];[112.9664131228957,28.200824398250916];[112.96658042021274,28.20252099016771];[112.96671684463712,28.203929655505913];[112.96657830884584,28.20399603530547];[112.96563747369635,28.204133594950406];[112.96514013402526,28.204248940857592];[112.96507834236127,28.20423210687118]}",网站爬取,高德地图,B0FFF9TRSF,,,,,
湖南省,长沙市,宁乡市,宾馆酒店区,五星级及以上宾馆酒店,紫龙湾温泉国际度假酒店,,湖南省-长沙市-宁乡市-宾馆酒店区-五星级及以上宾馆酒店-紫龙湾温泉国际度假酒店,"{[112.339263245081,27.9825295083282];[112.33899482432,27.9820259265839];[112.338965887733,27.9819599697986];[112.338968886651,27.9818979540614];[112.338976883819,27.9817319119821];[112.338986887325,27.9814358448778];[112.339021828045,27.9812987572471];[112.33912662719,27.9811775419246];[112.339193497149,27.9811244085439];[112.339222437139,27.9811483585167];[112.339299276862,27.9812242277325];[112.339366136339,27.9813041162469];[112.339460938867,27.9813959547244];[112.339555742194,27.981478791806];[112.339593664439,27.9815007248263];[112.339708430612,27.981549519324];[112.339759327172,27.9815684277793];[112.33986710862,27.9816032331406];[112.339935969316,27.9816221082937];[112.340017804986,27.9816299575946];[112.340080679585,27.9816258401945];[112.340181478514,27.9816206522908];[112.340293255937,27.9816114434694];[112.340354134612,27.981608330098];[112.340443955405,27.981607163455];[112.340567707406,27.9816209365047];[112.340685470224,27.9816507234062];[112.3407174057,27.9816616661094];[112.34075932186,27.9816655892134];[112.340791258634,27.9816605293199];[112.341186477041,27.9815987891304];[112.341465923569,27.981578270518];[112.341591674707,27.9815700375725];[112.341697465186,27.9815668423432];[112.342218429926,27.9816178936268];[112.342384103797,27.9816035875519];[112.339263245081,27.9825295083282]}",网站爬取,高德地图,B0FFF89U4Z,,,,,
湖南省,长沙市,开福区,商业购物区,大型商业购物区,万达广场华润万家(开福店),,湖南省-长沙市-开福区-商业购物区-大型商业购物区-万达广场华润万家(开福店),"{[112.96507834236127,28.20423210687118];[112.96375305574382,28.200510552195684];[112.96376302728248,28.200453523982617];[112.9639882980581,28.20023091727422];[112.96483252649442,28.19972664220454];[112.96538866434817,28.199718143891047];[112.96557603510671,28.199715637465328];[112.9663275058802,28.19966159691896];[112.9664131228957,28.200824398250916];[112.96658042021274,28.20252099016771];[112.96671684463712,28.203929655505913];[112.96657830884584,28.20399603530547];[112.96563747369635,28.204133594950406];[112.96514013402526,28.204248940857592];[112.96507834236127,28.20423210687118]}",网站爬取,高德地图,B0FFF6WM8L,,,,,
湖南省,长沙市,开福区,宾馆酒店区,五星级及以上宾馆酒店,长沙北辰洲际酒店,,湖南省-长沙市-开福区-宾馆酒店区-五星级及以上宾馆酒店-长沙北辰洲际酒店,"{[112.978057,28.239842];[112.977821,28.239605];[112.977757,28.239407];[112.97781,28.239218];[112.978213,28.238977];[112.978738,28.238816];[112.979109,28.238731];[112.979318,28.238677];[112.979393,28.238996];[112.979339,28.239185];[112.97891,28.239473];[112.978357,28.239766];[112.97818,28.239861];[112.978057,28.239842]}",网站爬取,高德地图,B0FFF6WM8L,,,,,
